,bb_ticker,optimal_weight,index_weight,equal_weight,company_name,sector,country,currency,exchange
52,CTXS US Equity,0.005910000431966071,0.005956818522904905,0.014275362318840579,CITRIX SYSTEMS INC,Information Technology,United States,USD,NASDAQ
53,PEP US Equity,0.03447499767496823,0.04129411215841059,0.014275362318840579,PEPSICO INC,Consumer Staples,United States,USD,NASDAQ
54,PSA US Equity,0.00591000209801889,0.010732128473648917,0.014275362318840579,PUBLIC STORAGE REIT,Real Estate,United States,USD,New York Stock Exchange Inc.
55,WU US Equity,0.005910000386747485,0.005001756532756105,0.014275362318840579,WESTERN UNION,Information Technology,United States,USD,New York Stock Exchange Inc.
56,XOM US Equity,0.005910000118195944,0.04151446849005073,0.014275362318840579,EXXON MOBIL CORP,Energy,United States,USD,New York Stock Exchange Inc.
57,SBUX US Equity,0.012048132834388516,0.024102996335732152,0.014275362318840579,STARBUCKS CORP,Consumer Discretionary,United States,USD,NASDAQ
58,ACN US Equity,0.005965376530261617,0.026013120316029755,0.014275362318840579,ACCENTURE PLC CLASS A,Information Technology,United States,USD,New York Stock Exchange Inc.
59,JNJ US Equity,0.005910001069046666,0.04096800693394819,0.014275362318840579,JOHNSON & JOHNSON,Health Care,United States,USD,New York Stock Exchange Inc.
60,AVY US Equity,0.023763329496025817,0.005956818522904905,0.014275362318840579,AVERY DENNISON CORP,Materials,United States,USD,New York Stock Exchange Inc.
61,ECL US Equity,0.03447499894613342,0.01264225245394652,0.014275362318840579,ECOLAB INC,Materials,United States,USD,New York Stock Exchange Inc.
62,WCN US Equity,0.005910022168724362,0.008822004493351313,0.014275362318840579,WASTE CONNECTIONS INC,Industrials,United States,USD,New York Stock Exchange Inc.
63,KO US Equity,0.005914518448447899,0.04026928911854658,0.014275362318840579,COCA-COLA,Consumer Staples,United States,USD,New York Stock Exchange Inc.
64,ADP US Equity,0.005910000549681732,0.017417562404690536,0.014275362318840579,AUTOMATIC DATA PROCESSING INC,Information Technology,United States,USD,NASDAQ
65,CL US Equity,0.005910023376004532,0.01550743842439293,0.014275362318840579,COLGATE-PALMOLIVE,Consumer Staples,United States,USD,New York Stock Exchange Inc.
66,PFE US Equity,0.00591000065449099,0.040138071905987005,0.014275362318840579,PFIZER INC,Health Care,United States,USD,New York Stock Exchange Inc.
67,APD US Equity,0.0059100022465059686,0.010732128473648917,0.014275362318840579,AIR PRODUCTS AND CHEMICALS INC,Materials,United States,USD,New York Stock Exchange Inc.
68,MRK US Equity,0.020631400174004687,0.03981307399977405,0.014275362318840579,MERCK & CO INC,Health Care,United States,USD,New York Stock Exchange Inc.
69,SO US Equity,0.0344749997503754,0.013597314444095324,0.014275362318840579,SOUTHERN,Utilities,United States,USD,New York Stock Exchange Inc.
